413037.462	4392443.147
414140.251	4392888.68
413866.786	4392919.109
413281.936	4391084.099
414046.412	4390556.856
413641.295	4392443.172
413866.93	4392404.151
413915.308	4391496.557
413931.217	4391743.766
414003.575	4390868.241
413919.412	4390743.952
414011.282	4390643.609
413881.794	4390473.27
414088.308	4389922.506
414092.633	4390074.511
414056.669	4389372.676
414055.048	4389183.283
413960.805	4388583.817
413980.495	4388525.646
414055.562	4388600.769
414015.341	4388685.275
413938.708	4388681.834
413952.719	4388774.099
413980.549	4388774.426
413981.055	4388892.93
413963.91	4388866.495
414023.163	4392659.377
413887.922	4392867.455
414061.656	4392379.155
414041.659	4392291.079
414059.076	4392178.189
413913.795	4392061.582
414086.805	4391901.162
414103.95	4391647.293
414108.515	4391325.355
413924.73	4391184.368
414085.446	4391041.056
414100.431	4390701.132
414076.345	4390239.792
414055.07	4390434.994
414102.064	4389641.074
413894.429	4389064.152
414151.95	4392697.002
414069.21	4391505.92
413826.535	4391614.624
413818.678	4391437.962
413632.303	4391527.045
413651.285	4391714.453
413792.975	4391820.133
413832.668	4391851.533
413485.295	4391858.92
413206.621	4391892.413
413057.038	4392067.091
412889.026	4391956.166
413003.055	4392329.223
413004.266	4392257.265
413227.12	4392281.323
413208.778	4392263.149
413521.267	4392313.251
413516.507	4392209.556
413790.899	4392167.516
413827.236	4392259.14
413268.164	4392386.193
413389.646	4392417.557
413123.993	4392557.95
413341.343	4392579.451
413420.536	4392550.042
413419.864	4392803.209
413354.736	4392773.461
413455.936	4392996.498
413490.165	4392696.495
413528.691	4392801.103
413626.453	4392621.565
413818.421	4392738.393
413190.88	4391577.464
413229.609	4391521.64
413097.528	4391562.852
413180.229	4391298.446
413257.917	4391282.999
413174.631	4391188.4
413443.042	4391153.414
413694.249	4391169.991
413639.957	4390819.177
413540.145	4390701.546
413272.754	4390805.628
413713.885	4390628.639
413872.804	4390674.75
413698.19	4390427.724
413720.544	4390327.76
413852.919	4390300.13
413800.433	4390380.384
413692.893	4390067.946
413648.863	4389981.578
413825.689	4389961.858
413814.605	4390068.38
413670.787	4389762.867
413837.481	4389644.084
413815.474	4389792.695
413781.613	4389376.297
413730.88	4389178.516
413789.376	4389297.237
413837.275	4389269.597
413730.285	4389076.894
413719.202	4388873.536
413705.259	4388761.206
413732.103	4388685.812
413694.296	4388599.875
413786.377	4388497.915
413800.685	4388742.069
413713.052	4393028.831
413645.758	4392875.847
413497.103	4392954.241
413028.878	4393047.905
413236.741	4393030.597
413283.38	4392682.753
413094.082	4392762.975
413827.063	4392522.931
412904.743	4392608.079
413066.286	4392668.911
413690.897	4392325.443
413280.857	4391149.382
413513.037	4391404.585
413855.467	4390938.8
413384.151	4390906.951
413296.875	4390672.801
413127.837	4391037.701
413363.016	4390431.976
413553.396	4390377.802
413572.128	4390491.902
413431.652	4390295.495
413505.771	4390129.628
413660.166	4388698.079
413688.856	4389500.305
412919.525	4392856.011
412809.014	4393041.908
413039.244	4392907.547
413522.351	4388476.906
417170.362	4390959.032
416435.35	4389780.117
414234.397	4390352.175
414815.145	4390317.257
418286.283	4390577.442
415430.312	4391375.365
418546.847	4391630.706
417097.95	4392913.956
417910.911	4391458.745
414365.795	4392841.046
414423.274	4393049.002
419535.005	4392637.962
417246.176	4390081.911
417601.811	4390373.442
415833.074	4388922.438
415335.631	4388834.452
415475.708	4388862.762
415672.754	4389119.556
416163.155	4389674.513
415534.872	4390187.182
415491.609	4390274.681
417957.91	4391343.527
417645.037	4391401.182
416984.198	4391375.299
416836.291	4391141.313
417121.992	4391662.715
417117.55	4392275.51
417555.416	4391897.957
417762.303	4391988.043
417342.75	4391642.768
417415.313	4391722.125
419363.861	4391809.062
419222.933	4391626.309
416305.626	4392435.245
416230.863	4392551.873
416021.957	4392601.688
415158.08	4392551.835
415260.971	4392703.343
415316.309	4392596.22
415122.416	4392672.228
414371.828	4392607.895
414333.267	4392661.937
414416.193	4392581.19
415060.9	4391369.266
415468.074	4391398.855
414562.453	4390361.227
414858.447	4391668.234
414608.186	4390215.011
415156.923	4389335.422
415125.953	4389782.07
415681.569	4389358.045
416386.54	4389875.37
416621.445	4390237.509
418030.121	4391371.349
418086.64	4391905.93
418002.054	4392336.818
417389.135	4391015.445
417316.305	4390931.843
415392.432	4389154.402
415271.641	4388647.461
419306.488	4392305.615
419391.687	4392101.619
419435.14	4392014.777
416541.65	4389758.981
416682.956	4389913.819
418144.064	4391678.852
417944.052	4392151.228
417978.333	4392264.311
418134.414	4392091.073
418333.696	4392423.161
418245.581	4392222.926
418099.262	4392335.307
418425.753	4392268.185
418399.626	4392635.241
418236.633	4392670.286
418061.361	4392760.144
418077.129	4392546.561
418382.802	4392887.1
418594.781	4392652.111
418597.969	4392502.05
418582.32	4392813.977
418966.628	4392631.403
419012.195	4392894.092
418930.203	4392935.826
419144.388	4392802.368
419213.933	4392612.78
419059.012	4392022.013
418829.335	4392148.473
418883.847	4392024.641
418438.635	4392104.989
418534.546	4392151.537
418515.626	4392045.08
418375.426	4391826.502
418434.167	4391624.941
418592.566	4391724.317
418773.174	4391517.815
418822.04	4391673.951
419052.989	4391569.798
418703.52	4391341.637
418585.994	4391033.605
418524.82	4390890.379
418473.552	4390928.718
418481.673	4390994.5
418482.716	4391180.293
418442.223	4390982.685
418314.084	4391121.081
418286.278	4391012.274
418221.054	4391231.629
418247.386	4391307.678
418187.086	4391210.511
417614.299	4391075.733
418146.732	4391339.456
418073.613	4391286.145
417838.076	4390969.637
418014.504	4390986.744
418184.609	4390967.32
418350.802	4390867.125
418311.531	4390832.413
418039.614	4390749.79
418166.179	4390651.772
418020.43	4390601.409
417991.297	4390510.547
417806.584	4390552.634
417792.173	4390775.753
417522.276	4390837.355
417379.57	4390905.242
